Ref ID,Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),Development Status,Development Status (short),County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Under Construction,Operational,Solar Site Area (sqm),development_status_clean,distance_to_boundary_m,within_5km_boundary_proxy,within_10km_boundary_proxy,proximity_score,capacity_score,preliminary_exposure_score,screening_category
5022,Navitas Project,Somersal Mill Farm,Solar Photovoltaics,2.6,Operational,Operational,Derbyshire,East Midlands,England,DE6 5PD,413907,335414,Derbyshire Dales,01/02/2016,23/03/2016,644300.0,operational,245080.95938590498,False,False,0,0,0,Low
5026,Lightsource Renewable Energy,Land Opposite Tyn Y Pistyll,Solar Photovoltaics,5.0,Operational,Operational,Clwyd,Wales,Wales,LL14 1TU,328238,343877,Wrexham,16/10/2015,22/12/2015,1180000.0,operational,261668.3934597248,False,False,0,1,1,Low
5033,Lightsource Renewable Energy,Land South of Highfield House,Solar Photovoltaics,5.0,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,YO61 4PN,450236,472744,North Yorkshire,14/01/2016,15/03/2016,18200.0,operational,177071.18741643333,False,False,0,1,1,Low
5053,Renesola,Rhewl Farm,Solar Photovoltaics,6.0,Operational,Operational,Monmouthshire,Wales,Wales,NP16 6AG,349490,193050,Monmouthshire,04/04/2016,26/06/2016,28100.0,operational,139355.48149963695,False,False,0,1,1,Low
5063,TGC Renewables,Land at Dayfields Farm,Solar Photovoltaics,4.7,Operational,Operational,Derbyshire,East Midlands,England,DE6 1NU,423086,347786,Derbyshire Dales,01/11/2016,30/12/2016,24600.0,operational,233218.01699735015,False,False,0,1,1,Low
5071,EvoEnergy,MMD Shipping Services,Solar Photovoltaics,1.2,Operational,Operational,Hampshire,South East,England,PO2 8HB,464214,101577,Portsmouth,01/01/2015,09/03/2015,3000.0,operational,28940.741820388517,False,False,0,0,0,Low
5079,Tulip Meats,Newton Margate,Solar Photovoltaics,1.5,Operational,Operational,Cornwall,South West,England,PL31 1HF,208517,66931,Cornwall,01/08/2015,01/10/2015,716000.0,operational,40313.12170580824,False,False,0,0,0,Low
5080,PS Renewables ,Eveley Farm ,Solar Photovoltaics,49.0,Operational,Operational,Hampshire,South East,England,SO20 6SA,432987,134363,Test Valley,01/03/2016,17/03/2016,,operational,66756.84236148554,False,False,0,2,2,Medium
5081,Kelda Organic Energy,Cardiff Organic Waste Treatment Project ,Anaerobic Digestion,2.0,Operational,Operational,South Glamorgan,Wales,Wales,CF14 2RX,321166,175969,Cardiff,23/01/2016,23/01/2017,63000.0,operational,127583.05717926481,False,False,0,0,0,Low
5084,BE Renewables,Court Farm ,Solar Photovoltaics,8.5,Operational,Operational,Gwent,Wales,Wales,NP18 2EB,339241,189511,Newport,30/01/2017,30/03/2017,870000.0,operational,137695.28426038395,False,False,0,1,1,Low
5085,Lightsource Renewable Energy,Millar Farm,Solar Photovoltaics,6.0,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,BT41 2JJ,127283,546753,Antrim and Newtownabbey,28/11/2016,27/03/2017,40000.0,operational,112900.99123565755,False,False,0,1,1,Low
5088,Sunrise Renewables,Barry Docks ,Advanced Conversion Technologies,10.0,Operational,Operational,Vale of Glamorgan,Wales,Wales,CF634JE,312610,167683,Vale of Glamorgan,15/04/2016,15/04/2018,263900.0,operational,120950.46925552886,False,False,0,2,2,Medium
5089,Hive Energy,Green Farm,Solar Photovoltaics,5.0,Operational,Operational,Essex,Eastern,England,CO11 2SE,616994,228407,Tendring,01/11/2015,01/12/2015,26300.0,operational,55041.34128933309,False,False,0,1,1,Low
5090,Wirsol Energy,Home Farm,Solar Photovoltaics,6.7,Operational,Operational,Gloucestershire,South West,England,GL51 9RS,393922,226330,Tewkesbury,15/11/2016,31/03/2017,2642.0,operational,164204.5500224328,False,False,0,1,1,Low
5092,NESF (formerly Lark Energy),Land at Thornborough Grounds,Solar Photovoltaics,5.0,Operational,Operational,Buckinghamshire,South East,England,MK18 2AB,473734,234922,Buckinghamshire,11/01/2016,31/03/2016,40000.0,operational,158468.01283159488,False,False,0,1,1,Low
5093,Associated British Ports (ABP),Port of Barry  - Site 1,Solar Photovoltaics,4.5,Operational,Operational,Vale of Glamorgan,Wales,Wales,CF63 3RA,312836,167102,Vale of Glamorgan,01/06/2015,18/08/2015,21300.0,operational,120338.5421524276,False,False,0,1,1,Low
5096,British Solar Renewables / NextEenrgy Solar Fund (NESF),Southern Counties Shooting Ground Phase 1 ,Solar Photovoltaics,9.0,Operational,Operational,Dorset,South West,England,DT2 9PW,360954,102553,Dorset,15/09/2016,06/01/2017,,operational,48262.16713555308,False,False,0,2,2,Medium
5099,Primrose Solar,Fanny House Farm,Solar Photovoltaics,5.0,Operational,Operational,Lancashire,North West,England,LA3 3EF,342598,462146,Lancaster,01/11/2015,21/12/2015,11500.0,operational,284133.6127807535,False,False,0,1,1,Low
5102,Conergy,Chard Solar Park,Solar Photovoltaics,3.0,Operational,Operational,Somerset,South West,England,TA20 1RR,333733,110028,Somerset,07/12/2015,23/03/2016,9000.0,operational,60458.29746861959,False,False,0,0,0,Low
5104,Cenin Renewables,Home Farm,Solar Photovoltaics,3.0,Operational,Operational,Vale of Glamorgan,Wales,Wales,CF5 6EP,310310,175854,Vale of Glamorgan,09/01/2017,15/04/2017,587000.0,operational,129400.22857675029,False,False,0,0,0,Low
5117,Vogt Solar,Marshborough Farm solar park ,Solar Photovoltaics,5.0,Operational,Operational,Kent,South East,England,CT3 2BZ,630755,158334,Dover,15/09/2015,15/11/2015,5123.0,operational,9249.955354357004,False,True,1,1,2,Medium
5118,Lark Energy,Fiskerton Airfield (Phase 2),Solar Photovoltaics,22.0,Operational,Operational,Lincolnshire,East Midlands,England,LN3 4EZ,504955,373023,West Lindsey,01/10/2014,01/03/2015,940000.0,operational,147693.49069226807,False,False,0,2,2,Medium
5119,Lark Energy,"Langley Priory, Walnut Yard (Phase 2)",Solar Photovoltaics,6.2,Operational,Operational,Leicestershire,East Midlands,England,,442964,322649,North West Leicestershire,01/12/2014,01/06/2016,,operational,219903.19475957062,False,False,0,1,1,Low
5125,Edgar Middleton,Bluegates Solar Park,Solar Photovoltaics,10.5,Operational,Operational,Essex,Eastern,England,CO7 8DE,607018,222279,Colchester,01/10/2014,30/01/2015,111000.0,operational,61265.81258057164,False,False,0,2,2,Medium
5128,Anesco,Land To The East Of Back Lane,Solar Photovoltaics,5.0,Operational,Operational,Derbyshire,East Midlands,England,S44 5,441867,370139,North East Derbyshire,30/06/2015,30/09/2015,1050200.0,operational,209651.12482451278,False,False,0,1,1,Low
5131,NESF (formerly INRG Solar),Axe View Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Devon,South West,England,EX13 7AS,332531,101790,East Devon,15/01/2017,15/03/2017,6000.0,operational,52565.307244581585,False,False,0,1,1,Low
5132,Anesco,Land at Fell View Farm (Phase 1),Solar Photovoltaics,4.2,Operational,Operational,Lancashire,North West,England,PR2 5SD,359231,433013,Preston,15/01/2016,28/03/2016,575000.0,operational,274922.59426790243,False,False,0,1,1,Low
5136,NESF (formerly Kronos Solar (KS SPV39)),South of Henley Hall,Solar Photovoltaics,5.0,Operational,Operational,Shropshire,West Midlands,England,SY8 3HD,354130,276090,Shropshire,15/12/2016,17/03/2017,15900.0,operational,220247.12669120877,False,False,0,1,1,Low
5137,British Solar Renewables,Place Barton Farm,Solar Photovoltaics,4.9,Operational,Operational,Devon,South West,England,TQ9 7JN,275813,52590,South Hams,20/01/2017,31/03/2017,98055.33,operational,14234.546864311475,False,False,0,1,1,Low
5139,Green Hedge (BayWa r.e.),Lower Stanley Farm,Solar Photovoltaics,4.0,Operational,Operational,Gloucestershire,South West,England,GL54 5HQ,400243,231268,Tewkesbury,07/12/2015,23/03/2016,330000.0,operational,167939.90296637933,False,False,0,1,1,Low
5140,INRG Solar,Land Parcel North of Goddards,Solar Photovoltaics,5.0,Operational,Operational,West Sussex,South East,England,RH17 5AL,528684,121331,Mid Sussex,05/02/2016,30/03/2016,15000.0,operational,34036.41176607855,False,False,0,1,1,Low
5142,Lightsource Renewable Energy,"Ld At Lawrence End Park &, Dane Street",Solar Photovoltaics,5.0,Operational,Operational,Hertfordshire,Eastern,England,LU2 8PE,513149,220690,Luton,13/10/2015,19/12/2015,107000.0,operational,130668.63445128418,False,False,0,1,1,Low
5143,NESF (formerly INRG Solar),"Gravel Works, Wasing Estate",Solar Photovoltaics,5.0,Operational,Operational,Berkshire,South East,England,RG7 5S,456246,164821,West Berkshire,01/02/2017,01/03/2017,282000.0,operational,92593.7178135603,False,False,0,1,1,Low
5145,BlackRock,Drakelow Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Derbyshire,East Midlands,England,DE15 9TY,423474,319685,South Derbyshire,12/01/2016,15/03/2016,503800.0,operational,239538.01725548296,False,False,0,1,1,Low
5146,Low Carbon ,Land at Five Oaks Farm,Solar Photovoltaics,5.0,Operational,Operational,West Sussex,South East,England,RH14 9AZ,509860,128603,Horsham,01/10/2015,31/03/2016,272200.0,operational,47419.6072525189,False,False,0,1,1,Low
5147,Pegasus Group,Knolton Farmhouse Cheese Solar Farm,Solar Photovoltaics,1.0,Operational,Operational,Clwyd,Wales,Wales,LL13 0LG,335887,340585,Wrexham,01/12/2015,01/03/2016,503800.0,operational,268100.0235514105,False,False,0,0,0,Low
5148,Mercer Farming,Blakenhall Park Solar Farm,Solar Photovoltaics,1.8,Operational,Operational,Staffordshire,West Midlands,England,DE13 8AJ,417353,318116,East Staffordshire,10/08/2015,15/09/2015,627000.0,operational,245856.5745378353,False,False,0,0,0,Low
5149,British Solar Renewables,Grantham Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Lincolnshire,East Midlands,England,NG32 2JR,485891,342307,South Kesteven,01/10/2015,15/12/2015,128000.0,operational,173528.23719762938,False,False,0,1,1,Low
5150,Suncredit UK/ Vogt solar ,Agricultural Land at Trecastle,Solar Photovoltaics,4.0,Operational,Operational,Rhondda Cynon Taff,Wales,Wales,CF72 9LY,301218,181507,Rhondda Cynon Taf,15/11/2015,15/12/2015,8700.0,operational,136579.8204740169,False,False,0,1,1,Low
5152,Lightsource Renewable Energy,Sharland Solar Farm,Solar Photovoltaics,2.8,Operational,Operational,Devon,South West,England,EX17 6SJ,276119,106179,Mid Devon,19/12/2016,04/03/2017,225000.0,operational,66915.15680728058,False,False,0,0,0,Low
5156,Pearmat Solar,Short Hazel Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Derbyshire,East Midlands,England,DE11 7BD,433077,319883,South Derbyshire,05/01/2016,02/03/2016,4048.8,operational,230164.5081098432,False,False,0,1,1,Low
5157,Lightsource Renewable Energy,Mill Hill Farm,Solar Photovoltaics,5.0,Operational,Operational,North Yorkshire,Yorkshire and Humber,England,YO60 6QL,463388,467066,North Yorkshire,02/11/2015,17/12/2015,1532600.0,operational,165651.25488441816,False,False,0,1,1,Low
5158,NESF (formerly Lark Energy),"Little Irchester, Higham Road Solar Farm",Solar Photovoltaics,4.6,Operational,Operational,Northamptonshire,East Midlands,England,NN29 7EZ,491853,266543,North Northamptonshire,01/02/2016,31/03/2016,228500.0,operational,181225.6818404112,False,False,0,1,1,Low
5162,Lightsource Renewable Energy,Land North of Chiltern Greeen,Solar Photovoltaics,5.0,Operational,Operational,Bedfordshire,Eastern,England,LU2 9PN,513581,219407,Central Bedfordshire,10/01/2016,10/03/2016,168700.0,operational,129323.17877362398,False,False,0,1,1,Low
5163,Greencoat Capital,Bilsborrow Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Lancashire,North West,England,PR3 0RU,350124,439100,Wyre,12/12/2016,30/03/2017,50000.0,operational,282316.59943934146,False,False,0,1,1,Low
5164,NESF (formerly Earthworm),Hill Farm,Solar Photovoltaics,5.0,Operational,Operational,Oxfordshire,South East,England,OX25 6JJ,445909,229497,Cherwell,01/02/2017,01/03/2017,24500.0,operational,158077.11304193502,False,False,0,1,1,Low
5165,OST Energy,Padleywood Farm,Solar Photovoltaics,5.0,Operational,Operational,Derbyshire,East Midlands,England,DE55 6HB,441094,361390,North East Derbyshire,01/12/2015,29/03/2016,3570.0,operational,212486.8501769792,False,False,0,1,1,Low
5167,Pfalz Solar,Tiln Farm Retford (extension),Solar Photovoltaics,1.7,Operational,Operational,Nottinghamshire,East Midlands,England,DN22 9JL,471452,384014,Bassetlaw,15/01/2015,01/04/2015,1472.0,operational,177611.92592327762,False,False,0,0,0,Low
5168,Elgar Middleton,Tower Hayes Farm,Solar Photovoltaics,5.0,Operational,Operational,Leicestershire,East Midlands,England,LE67 9TJ,446236,309944,Hinckley and Bosworth,17/01/2016,17/05/2016,49000.0,operational,219753.22709936235,False,False,0,1,1,Low
5169,Lightsource Renewable Energy,Sheriffhales Solar Farm,Solar Photovoltaics,8.2,Operational,Operational,Shropshire,West Midlands,England,TF11 8QZ,375171,312179,Shropshire,01/10/2015,16/12/2015,86500.0,operational,252019.65751869394,False,False,0,1,1,Low
5182,Lightsource Renewable Energy,Land Adjacent Claypits Farm (a),Solar Photovoltaics,5.0,Operational,Operational,Essex,Eastern,England,CO2 0NU,593319,219800,Colchester,22/10/2015,23/12/2015,89700.0,operational,72445.28052773794,False,False,0,1,1,Low
5183,Lightsource SPV 186 (community owned),Land Adjacent Claypits Farm (b) (Birch Estate),Solar Photovoltaics,2.3,Operational,Operational,Essex,Eastern,England,CO2 0NU,593289,219984,Colchester,,26/02/2016,135000.0,operational,72553.75737548151,False,False,0,0,0,Low
5187,The Energy Workshop,Hill of Lybster (Wind Turbine - Extension),Wind Onshore,1.5,Operational,Operational,Highland,Scotland,Scotland,KW14 7YA,302481,969366,Highland,,12/04/2021,,operational,87929.84574832808,False,False,0,0,0,Low
5190,BNRG Renewables,Fferm Bryn Bachau,Solar Photovoltaics,4.4,Operational,Operational,Gwynedd,Wales,Wales,LL53 6RQ,243136,336998,Gwynedd,12/01/2016,29/03/2016,8051.09,operational,178010.8490197086,False,False,0,1,1,Low
5199,Greencoat Capital,Scottow Moor - RAF Coltishall Solar Farm (Phase 2),Solar Photovoltaics,17.9,Operational,Operational,Norfolk,Eastern,England,,626626,322780,North Norfolk,25/01/2016,29/03/2016,,operational,41501.55176325621,False,False,0,2,2,Medium
5200,Levenseat,Levenseat EfW,Advanced Conversion Technologies,12.5,Operational,Operational,West Lothian,Scotland,Scotland,,294854,655234,South Lanarkshire,01/07/2015,15/12/2017,180900.0,operational,251254.97117204143,False,False,0,2,2,Medium
5202,Canadian Solar,West Carclaze Solar Farm,Solar Photovoltaics,6.5,Operational,Operational,Cornwall,South West,England,,201930,55161,Cornwall,29/12/2017,29/03/2017,4440.0,operational,29901.939874364667,False,False,0,1,1,Low
5204,NESF (formerly INRG Solar),Flixborough Industrial Estate,Solar Photovoltaics,5.0,Operational,Operational,Humberside,Yorkshire and Humber,England,,486438,414521,North Lincolnshire,01/03/2017,01/03/2017,147700.0,operational,155787.49348623247,False,False,0,1,1,Low
5207,Canadian Solar,Land adjacent to Church Road,Solar Photovoltaics,3.5,Operational,Operational,Gloucestershire,South West,England,BS35 4NL,354510,184911,South Gloucestershire,28/02/2015,31/03/2016,,operational,130453.56065948053,False,False,0,1,1,Low
5212,Solarig,Lady Hole Farm,Solar Photovoltaics,3.0,Operational,Operational,Derbyshire,East Midlands,England,DE6 1LR,420840,345776,Derbyshire Dales,08/01/2016,30/03/2016,,operational,235878.31464633488,False,False,0,0,0,Low
5218,Photon Energy,Land at Christs Hospital School,Solar Photovoltaics,1.1,Operational,Operational,West Sussex,South East,England,RH13 0YP,514678,127626,Horsham,26/02/2016,15/12/2015,77000.0,operational,45601.47303368375,False,False,0,0,0,Low
5224,Sovereign Energy Partners,Creswell Solar Park ,Solar Photovoltaics,5.0,Operational,Operational,Derbyshire,East Midlands,England,S80 4LT,452973,373493,Bolsover,19/02/2016,23/03/2016,961.8,operational,198065.80489259132,False,False,0,1,1,Low
5225,Pollington Solar,Pollington Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Humberside,Yorkshire and Humber,England,DN14 0DA,460418,421013,East Riding of Yorkshire,23/01/2017,23/03/2017,740000.0,operational,179510.6933315644,False,False,0,1,1,Low
5226,NextEnergy  Solar Fund,Land NW Of Pickhill Bridge Farm,Solar Photovoltaics,3.6,Operational,Operational,Clwyd,Wales,Wales,LL13 0UA,338023,347831,Wrexham,19/12/2016,24/03/2017,130000.0,operational,272167.0294706,False,False,0,1,1,Low
5229,SBC Renewables,Moneystone Quarry Solar Farm,Solar Photovoltaics,5.0,Operational,Operational,Staffordshire,West Midlands,England,ST10 2DZ,404572,346224,Staffordshire Moorlands,01/07/2016,21/11/2016,,operational,251570.84529122393,False,False,0,1,1,Low
5230,Coleford Energy,Pingry Farm - Phase 2,Solar Photovoltaics,3.4,Operational,Operational,Gloucestershire,South West,England,GL16 8QD,357121,209434,Forest of Dean,01/01/2015,25/03/2015,324000.0,operational,154121.4990679425,False,False,0,1,1,Low
5231,Norfolk Renewables,Kenninghall Solar / Hazeldick Solar,Solar Photovoltaics,8.0,Operational,Operational,Norfolk,Eastern,England,NR16 2EH,603420,285869,Breckland,01/01/2015,31/03/2015,250900.0,operational,72835.30741793718,False,False,0,1,1,Low
5232,Elgin Energy EsCo,Wogaston Solar Farm,Solar Photovoltaics,5.3,Operational,Operational,Pembrokeshire,Wales,Wales,SA71 5AA,191197,200960,Pembrokeshire,01/01/2015,17/03/2015,156400.0,operational,90285.75313400387,False,False,0,1,1,Low
5233,John Laing Environmental Assets Group,Crugmore Farm,Solar Photovoltaics,6.4,Operational,Operational,Dyfed,Wales,Wales,SA43 1RD,220569,246960,Ceredigion,01/01/2015,25/03/2015,860000.0,operational,131292.56134839452,False,False,0,1,1,Low
5234,MTS Rydon Solar,Rydon Farm,Solar Photovoltaics,12.0,Operational,Operational,Devon,South West,England,TQ12 6DB,284136,68721,Teignbridge,01/12/2014,31/03/2015,355000.0,operational,28628.549518634707,False,False,0,2,2,Medium
5241,TGC Renewables,"Solar farm at land at The Willows, Uttoxeter",Solar Photovoltaics,6.4,Operational,Operational,Staffordshire,West Midlands,England,ST14 8EJ,410840,333181,East Staffordshire,12/12/2016,31/03/2017,67000.0,operational,248591.74650335236,False,False,0,1,1,Low
5242,Solstice Renewables,Highwood Lane,Solar Photovoltaics,5.0,Operational,Operational,Hampshire,South East,England,SO51 9AF,434775,121294,Test Valley,30/06/2016,31/08/2016,790000.0,operational,53578.17648941547,False,False,0,1,1,Low
5243,Bee Green Solar,Yorkley Solar Park,Solar Photovoltaics,5.0,Operational,Operational,Gloucestershire,South West,England,GL15 4TY,363118,205377,Forest of Dean,12/11/2015,18/12/2015,1109300.0,operational,149062.8052435665,False,False,0,1,1,Low
5244,Foresight Group (TGC Renewables),Solar Farm at Fields Farm (Phase 1),Solar Photovoltaics,5.0,Operational,Operational,Warwickshire,West Midlands,England,CV47 2HD,440365,260913,Stratford-on-Avon,04/01/2016,23/03/2016,1228000.0,operational,189978.2722005078,False,False,0,1,1,Low
5247,FCC Environment,Millerhill EfW,EfW Incineration,12.5,Operational,Operational,Midlothian,Scotland,Scotland,EH22 1RZ,332352,670580,Midlothian,06/10/2016,01/05/2019,1700.0,operational,244411.96899685662,False,False,0,2,2,Medium
5253,Vortex (formerly SunEdison),Land at Beech Farm,Solar Photovoltaics,4.6,Operational,Operational,Wiltshire,South West,England,,418335,189653,Swindon,01/05/2016,17/02/2016,49000.0,operational,123771.07368755131,False,False,0,1,1,Low
5256,JBM Solutions,Aberporth Solar Farm,Solar Photovoltaics,1.5,Operational,Operational,Ceredigion,Wales,Wales,,224624,250331,Ceredigion,15/01/2015,24/03/2015,236600.0,operational,136125.12636647464,False,False,0,0,0,Low
5257,Kronos Solar,Hoplass Farm,Solar Photovoltaics,10.0,Operational,Operational,Pembrokeshire,Wales,Wales,SA71 5TG,191770,201076,Pembrokeshire,01/01/2015,13/03/2015,168000.0,operational,90868.4079437967,False,False,0,2,2,Medium
5258,FEL Solar,Chelveston Renewable Energy Park - Solar Extension,Solar Photovoltaics,19.5,Operational,Operational,Northamptonshire,East Midlands,England,NN9 6AR,500422,268346,North Northamptonshire,15/11/2014,20/03/2015,318500.0,operational,177041.73261299572,False,False,0,2,2,Medium
5259,Solar Century,Grove Solar Park (Phase 1),Solar Photovoltaics,5.0,Operational,Operational,Hampshire,South East,England,SO51 9LH,436685,118373,Test Valley,01/05/2016,30/03/2016,64600.0,operational,50364.101743497275,False,False,0,1,1,Low
5261,Anesco,Fell View Farm (Phase 2),Solar Photovoltaics,2.9,Operational,Operational,Lancashire,North West,England,PR2 5SD,359015,432981,Preston,15/01/2016,15/03/2016,8922.89,operational,275139.99698806845,False,False,0,0,0,Low
5263,REPOWER Balcombe & Chiddinglye Solar Park,Land At Chiddinglye Farm,Solar Photovoltaics,5.0,Operational,Operational,West Sussex,South East,England,RH19 4QS,535734,123903,Mid Sussex,30/12/2015,30/03/2016,2080.0,operational,33392.53862897445,False,False,0,1,1,Low
5264,Wirsol Energy/Island Green Power,Land of coal pit lane,Solar Photovoltaics,5.0,Operational,Operational,Lancashire,North West,England,BB7 4JH,383048,447960,Ribble Valley,11/01/2016,31/03/2016,4000.0,operational,248229.73961995132,False,False,0,1,1,Low
