Ref ID,Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),Development Status,Development Status (short),County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Under Construction,Operational,Solar Site Area (sqm),development_status_clean
3194,Bristol Port Authority,Avonmouth Port,Wind Onshore,6.00,Operational,Operational,Avon,South West,England,,351126,179712,"Bristol, City of",,20/08/2007,101000.0,operational
3200,Tetro Energy Ltd (ECO2),Dummuie,Wind Onshore,12.30,Operational,Operational,Grampian,Scotland,Scotland,,358600,840300,Aberdeenshire,01/06/2006,01/01/2007,,operational
3201,Falck Renewables,Earlsburn,Wind Onshore,37.50,Operational,Operational,Stirling,Scotland,Scotland,,269652,688422,Stirling,01/07/2006,01/02/2007,119200.0,operational
3202,Renewable Development Company (RDC),Kilbraur Windfarm,Wind Onshore,47.50,Operational,Operational,Highland,Scotland,Scotland,,278550,907550,Highland,01/09/2007,14/06/2008,,operational
3205,Scottish and Southern Energy (SSE),Achany Wind Farm,Wind Onshore,38.00,Operational,Operational,Highland,Scotland,Scotland,,252350,904150,Highland,01/04/2009,11/10/2010,29000.0,operational
3207,Private Developer,Bilbster Wind Farm,Wind Onshore,3.90,Operational,Operational,Highland,Scotland,Scotland,,327150,951850,Highland,,01/02/2008,86000.0,operational
3210,Ecotricity / Prudential,Green Park,Wind Onshore,2.00,Operational,Operational,Berkshire,South East,England,,470640,169375,Wokingham,,01/10/2005,164000.0,operational
3214,Greencoat UK Wind,Carcant Windfarm,Wind Onshore,6.00,Operational,Operational,Borders,Scotland,Scotland,,336250,652850,Scottish Borders,01/04/2010,02/11/2010,,operational
3218,E.ON UK,Butterwick Moor,Wind Onshore,20.50,Operational,Operational,County Durham,North East,England,,439000,530000,County Durham,01/09/2010,01/04/2011,170000.0,operational
3220,Scottish Power Renewables,Hagshaw Hill Wind Farm Extension,Wind Onshore,26.00,Operational,Operational,Strathclyde,Scotland,Scotland,,279000,632000,South Lanarkshire,,01/10/2008,191800.0,operational
3223,EDF Energy,Southern Law,Wind Onshore,5.20,Operational,Operational,County Durham,North East,England,,436500,536500,County Durham,01/09/2007,10/07/2008,63000.0,operational
3229,Westbury Windfarms,Llangwyryfon,Wind Onshore,9.40,Operational,Operational,Dyfed,Wales,Wales,,261752,269577,Ceredigion,,01/02/2004,89600.0,operational
3232,Your Energy,Pates Hill,Wind Onshore,14.00,Operational,Operational,Lothian,Scotland,Scotland,,299130,659300,West Lothian,01/06/2009,20/01/2010,,operational
3233,REG Windpower (previously Cornwall Light and Power),Roskrow Wind Turbines,Wind Onshore,1.70,Operational,Operational,Cornwall,South West,England,,176500,35500,Cornwall,,01/12/2007,198000.0,operational
3236,A7 Energy,Greendykeside,Wind Onshore,4.00,Operational,Operational,Strathclyde,Scotland,Scotland,ML6 7TT,281134,670403,North Lanarkshire,,01/11/2007,48000.0,operational
3241,Foresight Group,Gruig Wind Farm,Wind Onshore,25.00,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,,126155,577763,Causeway Coast and Glens,,27/01/2009,162900.0,operational
3242,B9 Energy / RES,Wolf Bog Wind Farm,Wind Onshore,8.80,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,,137865,553129,Mid and East Antrim,,01/11/2007,105200.0,operational
3243,ESB,Curryfree Wind Farm,Wind Onshore,15.00,Operational,Operational,Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,59555,572350,Derry City and Strabane,01/12/2009,01/08/2011,109000.0,operational
3244,B9 Energy / RES,Altahullion Phase II,Wind Onshore,11.70,Operational,Operational,Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,80176,575395,Causeway Coast and Glens,01/12/2006,01/09/2007,97000.0,operational
3245,Greencoat (formerly Infinis/SSE) ,Slieve Divena Phase 1 Wind Farm,Wind Onshore,30.00,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,69602,524593,Fermanagh and Omagh,,10/03/2009,554000.0,operational
3247,REG Windpower (previously Cornwall Light and Power),Loscar Farm,Wind Onshore,4.50,Operational,Operational,South Yorkshire,Yorkshire and Humber,England,,451000,380000,Rotherham,01/01/2010,01/01/2011,67000.0,operational
3248,EDF Energy,Langley Moor,Wind Onshore,8.00,Operational,Operational,County Durham,North East,England,,420928,547703,County Durham,,13/08/2008,,operational
3251,Private Developer,Land approx 75m South of 141,Wind Onshore,20.00,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,72186,544257,Fermanagh and Omagh,,01/07/2007,97600.0,operational
3253,Wind Farm Developments  / RES UK & Ireland,Hunter's Hill,Wind Onshore,20.00,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,53811,517991,Mid Ulster,02/12/2008,22/09/2010,,operational
3258,Scottish Power Renewables,Arecleoch Windfarm,Wind Onshore,120.00,Operational,Operational,South Ayrshire,Scotland,Scotland,,221500,578500,Scottish Government (S36),01/09/2009,14/06/2011,133200.0,operational
3260,Force 9 Energy,Mark Hill,Wind Onshore,56.00,Operational,Operational,Strathclyde,Scotland,Scotland,,225000,585000,Scottish Government (S36),01/10/2009,01/06/2011,104000.0,operational
3263,Screggagh Windfarm,Screggagh,Wind Onshore,19.50,Operational,Operational,Co. Tyrone,Northern Ireland,Northern Ireland,,54566,520549,Fermanagh and Omagh,01/07/2009,21/03/2011,32000.0,operational
3264,Private Developer,Westmill Wind Farm,Wind Onshore,6.50,Operational,Operational,Oxfordshire,South East,England,SN6 8TH,423218,190825,Vale of White Horse,,01/01/2008,,operational
3272,Private Developer,Lodge Farm 1,Wind Onshore,1.00,Operational,Operational,Dyfed,Wales,Wales,,188700,207500,Pembrokeshire,,01/08/2006,,operational
3277,RWE npower,"Carno 'A'and 'B' Wind Farm, (Extension)",Wind Onshore,15.60,Operational,Operational,Powys,Wales,Wales,,293000,295000,Powys,,01/03/2009,150000.0,operational
3285,Messrs James and Ronald Innes,Achairn,Wind Onshore,6.20,Operational,Operational,Highland,Scotland,Scotland,,329950,950650,Highland,01/04/2009,20/05/2009,94000.0,operational
3290,EDF Energy,High Hedley Hope 2 (Extension),Wind Onshore,5.20,Operational,Operational,County Durham,North East,England,,415700,541000,County Durham,,25/06/2008,68900.0,operational
3292,CRE Energy/ Scottish Power,Beinn an Tuirc,Wind Onshore,29.70,Operational,Operational,Strathclyde,Scotland,Scotland,,173950,636900,Argyll and Bute,,23/12/2001,,operational
3294,CRE Energy/ Scottish Power,Cnoc Donn Arnicle,Wind Onshore,15.00,Operational,Operational,Strathclyde,Scotland,Scotland,,175200,637600,Argyll and Bute,,01/10/2001,112000.0,operational
3295,RWE npower,Beinn Ghlas Wind Farm,Wind Onshore,7.80,Operational,Operational,Strathclyde,Scotland,Scotland,,196500,726000,Argyll and Bute,,25/06/1999,346000.0,operational
3296,RWE npower,"Bendealt Wind Farm, Highland",Wind Onshore,9.00,Operational,Operational,Highland,Scotland,Scotland,,255500,871000,Highland,,01/09/1997,,operational
3297,RWE npower,Meall an Tuirc Wind Farm,Wind Onshore,17.00,Operational,Operational,Highland,Scotland,Scotland,,255500,871500,Highland,,01/09/1997,39600.0,operational
3298,RWE npower,An Suidhe,Wind Onshore,19.30,Operational,Operational,Strathclyde,Scotland,Scotland,,200483,707563,Argyll and Bute,01/06/2007,04/08/2010,20000.0,operational
3299,PowerGen and Natural Power,Roughside Hill,Wind Onshore,30.00,Operational,Operational,Borders,Scotland,Scotland,,333000,646200,Scottish Borders,,15/09/2002,171100.0,operational
3300,PowerGen and  Natural Power Consultants Ltd,Bowbeat Wind Farm,Wind Onshore,31.20,Operational,Operational,Lothian,Scotland,Scotland,,329600,647500,Midlothian,,05/09/2002,92800.0,operational
3301,Trigen,Hagshaw Hill Wind Farm,Wind Onshore,7.80,Operational,Operational,Strathclyde,Scotland,Scotland,,278980,630740,South Lanarkshire,,01/11/1995,,operational
3306,Arnish Electric Ltd / Farm Energy,Arnish Moor,Wind Onshore,3.90,Operational,Operational,Western Isles,Scotland,Scotland,,139155,929460,Na h-Eileanan Siar,01/12/2006,01/12/2006,182000.0,operational
3307,Orkney Sustainable Energy,Burgar Hill,Wind Onshore,5.00,Operational,Operational,Orkney Islands,Scotland,Scotland,,334300,1026200,Orkney Islands,,01/12/2006,,operational
3308,Vestas,Thorfinn Wind Farm - NM2000,Wind Onshore,2.30,Operational,Operational,Orkney Islands,Scotland,Scotland,KW17 2PJ,334790,1025240,Orkney Islands,,01/04/2000,,operational
3309,Fivestone Ltd (subsidiary of Abbey Produce),Hill of Lybster,Wind Onshore,4.90,Operational,Operational,Highland,Scotland,Scotland,,302000,969500,Highland,,08/02/2003,162000.0,operational
3310,Shetland Aerogenerators,Burradale Hill,Wind Onshore,3.70,Operational,Operational,Shetland,Scotland,Scotland,,442500,1142500,Shetland Islands,,16/12/2000,246000.0,operational
3311,Green Investment Bank  (Blackrock),Glens of Foudland,Wind Onshore,26.00,Operational,Operational,Grampian,Scotland,Scotland,,361900,837400,Aberdeenshire,,22/07/2005,100000.0,operational
3313,John Laing Environmental Assets Group,Castle Pill - Repowering,Wind Onshore,3.20,Operational,Operational,Dyfed,Wales,Wales,SA7 1,191995,206665,Pembrokeshire,,01/06/2009,65000.0,operational
3321,Windflow UK,New Holland,Wind Onshore,1.00,Operational,Operational,Orkney Islands,Scotland,Scotland,KW17 2SA,350053,1003214,Orkney Islands,,20/10/2014,99300.0,operational
3354,Bernard Matthews,Weston Airfield Wind Turbines,Wind Onshore,3.60,Operational,Operational,Norfolk,Eastern,England,NR9 5JF,609009,315326,Broadland,26/01/2014,15/03/2015,878000.0,operational
3359,Orton Park Wind Energy,Orton Park Farm,Wind Onshore,1.60,Operational,Operational,Cumbria,North West,England,CA5 6JU,335490,553153,Cumberland,15/06/2016,15/06/2017,15000.0,operational
3361,Private Developer,PROMISED LAND FARM,Wind Onshore,1.00,Operational,Operational,Merseyside,North West,England,,351169,401881,St. Helens,22/09/2014,22/10/2014,,operational
3368,Private Developer,Nethercott Farm,Wind Onshore,1.50,Operational,Operational,Devon,South West,England,EX22 6RG,235330,96451,Torridge,15/08/2016,15/12/2016,,operational
3370,"Messrs Stevenson, Watson and Brunton",Bonerbo Wind Turbines,Wind Onshore,1.50,Operational,Operational,Fife,Scotland,Scotland,,353841,707688,Fife,11/02/2014,15/12/2014,3640000.0,operational
3378,Princes Gate Spring Water,Princes Gate Spring Water,Wind Onshore,1.60,Operational,Operational,Dyfed,Wales,Wales,SA67 8JD,214885,211552,Pembrokeshire,,03/09/2014,503000.0,operational
3380,North British Windpower Ltd,Phase 1 Bettyhill Wind Farm,Wind Onshore,5.00,Operational,Operational,Highland,Scotland,Scotland,,272326,962920,Highland,,04/06/2013,135000.0,operational
3382,Sibelco/ Golconda,Sibelco Brassington,Wind Onshore,2.30,Operational,Operational,Derbyshire,East Midlands,England,,424985,354923,Derbyshire Dales,15/02/2015,15/09/2016,,operational
3390,Lambrigg Windfarm Ltd,Lambrigg Wind Farm,Wind Onshore,6.50,Operational,Operational,Cumbria,North West,England,,358800,493600,Westmorland and Furness,,22/09/2001,408700.0,operational
3391,Cannock Renewables,Askam,Wind Onshore,4.60,Operational,Operational,Cumbria,North West,England,,323000,477100,Westmorland and Furness,,13/07/1999,16242.0,operational
3392,Natural Power,Bears Down Wind Farm,Wind Onshore,9.80,Operational,Operational,Cornwall,South West,England,,190360,67560,Cornwall,,31/08/2001,13000.0,operational
3396,Green Cat Renewables ,Welton Of Creuchies,Wind Onshore,9.20,Operational,Operational,Tayside,Scotland,Scotland,,321622,750192,Perth and Kinross,19/07/2017,23/01/2018,230000.0,operational
3398,Macphie Of Glenbervie Ltd,Droop Hill Wind Farm x,Wind Onshore,4.60,Operational,Operational,Grampian,Scotland,Scotland,,375708,781360,Aberdeenshire,08/09/2013,01/07/2014,223300.0,operational
3403,Private Developer,Denhill,Wind Onshore,2.30,Operational,Operational,Grampian,Scotland,Scotland,AB51 8SU,379611,835693,Aberdeenshire,01/05/2010,01/06/2011,33000.0,operational
3404,Private Developer,Haddo,Wind Onshore,4.60,Operational,Operational,Grampian,Scotland,Scotland,AB41 7DX,381628,837639,Aberdeenshire,01/05/2010,25/05/2011,522800.0,operational
3405,Private Developer,Gairnieston Farm,Wind Onshore,2.30,Operational,Operational,Grampian,Scotland,Scotland,AB53 5RP,374750,856031,Aberdeenshire,01/05/2010,01/11/2010,675900.0,operational
3408,Unknown,"Burgar Hill (land Near), Evie",Wind Onshore,2.30,Operational,Operational,Orkney Islands,Scotland,Scotland,,334300,1026200,Orkney Islands,,01/11/2009,255100.0,operational
3415,Falkirk Tod Hill Wind Limited,Tod Hill Farm Wind Turbines,Wind Onshore,12.00,Operational,Operational,Falkirk,Scotland,Scotland,FK5 4SH,284064,683742,Falkirk,01/04/2014,22/01/2015,,operational
3429,Urban Wind,Moorhouse Farm,Wind Onshore,1.00,Operational,Operational,Borders,Scotland,Scotland,,384415,667894,Scottish Borders,15/08/2016,15/05/2018,12400.0,operational
3432,Unknown,Royd Moor,Wind Onshore,5.90,Operational,Operational,South Yorkshire,Yorkshire and Humber,England,,422000,404000,Barnsley,,01/12/1993,,operational
3433,Greencoat UK Wind/Bay Wa .r.e/ SunGift,Stroupster Wind Farm - additional turbine,Wind Onshore,2.30,Operational,Operational,Highland,Scotland,Scotland,,333969,965435,Highland,01/07/2014,15/10/2015,6216192.0,operational
3435,Scottish and Southern Energy (SSE),Gordonbush (extension),Wind Onshore,47.00,Operational,Operational,Highland,Scotland,Scotland,,284604,912697,Scottish Government (S36),01/05/2020,01/01/2021,1550000.0,operational
3437,Constantine Wind Energy,Little Belhus Restoration Site,Wind Onshore,1.00,Operational,Operational,Essex,Eastern,England,,558111,182855,Thurrock,04/07/2016,23/09/2016,472000.0,operational
3440,Fred Olsen Renewables,Crystal Rig Wind Farm Phase 2a,Wind Onshore,138.00,Operational,Operational,Borders,Scotland,Scotland,,367000,667500,Scottish Government (S36),01/03/2010,25/10/2010,57700.0,operational
3448,AMEC/ Border Winds,Clachan Flats Wind Farm,Wind Onshore,15.00,Operational,Operational,Strathclyde,Scotland,Scotland,,217950,714520,Argyll and Bute,01/05/2006,01/12/2008,6000.0,operational
3449,Ecotricity,Fen Farm,Wind Onshore,16.00,Operational,Operational,Lincolnshire,East Midlands,England,,537585,393825,East Lindsey,01/02/2007,17/04/2008,,operational
3450,Gresham House,Darracott Moor,Wind Onshore,2.60,Operational,Operational,Devon,South West,England,,251324,121299,Torridge,01/10/2006,06/05/2011,,operational
3453,A7 Energy / Green Energy,Lochhead Farm,Wind Onshore,6.00,Operational,Operational,Strathclyde,Scotland,Scotland,,275500,646500,South Lanarkshire,,01/07/2009,,operational
3457,Scottish and Southern Energy (SSE),Toddleburn,Wind Onshore,27.60,Operational,Operational,Borders,Scotland,Scotland,,345050,653150,Scottish Borders,01/04/2010,12/10/2010,4170.0,operational
3458,Crimp Power Ltd (West Coast Energy),Crimp Wind Farm,Wind Onshore,2.40,Operational,Operational,Cornwall,South West,England,,225180,115445,Cornwall,01/08/2010,01/04/2011,630000.0,operational
3466,Border Wind,Hedley Hope,Wind Onshore,2.40,Operational,Operational,County Durham,North East,England,,415700,541000,County Durham,,30/12/2001,688300.0,operational
3467,Border Wind / Scottish and Southern (SSE),Tangy Wind Farm/Tangy 1,Wind Onshore,12.80,Operational,Operational,Strathclyde,Scotland,Scotland,,168500,628500,Argyll and Bute,,26/12/2002,,operational
3479,Co-op,Coldham Hall,Wind Onshore,14.00,Operational,Operational,Cambridgeshire,Eastern,England,,543324,302675,Fenland,,01/08/2005,177500.0,operational
3480,Co-operative Energy,Whitemill Wind Farm,Wind Onshore,14.00,Operational,Operational,Cambridgeshire,Eastern,England,PE14 0LX,545100,301570,Fenland,,02/05/2012,137200.0,operational
3487,CRE Energy/ Scottish Power,Green Knowes,Wind Onshore,27.00,Operational,Operational,Tayside,Scotland,Scotland,,296850,707550,Perth and Kinross,14/06/2008,29/09/2008,607800.0,operational
3489,CRE Energy/ Scottish Power,Whitelee,Wind Onshore,322.00,Operational,Operational,Strathclyde,Scotland,Scotland,,256800,645435,Scottish Government (S36),01/12/2006,14/12/2007,,operational
3491,Cumbria Wind Farms,Great Orton,Wind Onshore,4.00,Operational,Operational,Cumbria,North West,England,,331000,553500,Cumberland,,21/12/1999,737400.0,operational
3492,Cumbria Wind Farms,Winscales Phase I and II,Wind Onshore,8.80,Operational,Operational,Cumbria,North West,England,,303000,527000,Cumberland,,01/12/2004,9100.0,operational
3494,E.ON UK,Holmside Hall,Wind Onshore,2.80,Operational,Operational,County Durham,North East,England,,420800,550300,County Durham,,01/06/2004,470000.0,operational
3495,E.ON UK,High Volts Wind Farm,Wind Onshore,5.50,Operational,Operational,Cleveland,North East,England,,445200,533400,Hartlepool,,01/12/2003,1078100.0,operational
3496,E.ON UK,Hare Hill,Wind Onshore,1.30,Operational,Operational,County Durham,North East,England,,437735,540895,County Durham,,01/07/2004,13800.0,operational
3503,E.ON Renewables / Red Rock Power Limited,Benbrack Wind Farm,Wind Onshore,67.10,Operational,Operational,East Ayrshire,Scotland,Scotland,,253199,599440,Scottish Government (S36),01/08/2022,01/11/2025,,operational
3504,E.ON UK,Great Eppleton Farm Repowering,Wind Onshore,8.20,Operational,Operational,Tyne and Wear,North East,England,,436900,548200,Sunderland,01/10/2009,01/03/2010,385000.0,operational
3507,E.ON UK Renewables Developments Ltd,Haswell Moor,Wind Onshore,10.00,Operational,Operational,County Durham,North East,England,,438085,541365,County Durham,01/10/2010,12/12/2010,16800.0,operational
3510,Ecotricity,Worksop - B&Q,Wind Onshore,2.00,Operational,Operational,Nottinghamshire,East Midlands,England,,461695,378487,Bassetlaw,01/12/2008,21/01/2009,1000.0,operational
3511,Otter Power,Cold Northcott,Wind Onshore,6.60,Operational,Operational,Cornwall,South West,England,,220040,85965,Cornwall,,01/06/2002,116000.0,operational
3524,Green Cat Renewables,Upper Ardgrain Wind Farm,Wind Onshore,2.40,Operational,Operational,Grampian,Scotland,Scotland,,396508,835110,Aberdeenshire,,01/10/2010,284000.0,operational
3529,Longearth Ltd / Farm Energy,Rothiesholm,Wind Onshore,2.70,Operational,Operational,Orkney Islands,Scotland,Scotland,,362283,1023560,Orkney Islands,,10/04/2002,14100.0,operational
