Ref ID,Operator (or Applicant),Site Name,Technology Type,Installed Capacity (MWelec),Development Status,Development Status (short),County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Under Construction,Operational,Solar Site Area (sqm),development_status_clean
1561,Primrose Solar,Winsdon Farm,Solar Photovoltaics,5.00,Operational,Operational,Cornwall,South West,England,PL15 8NW,227112,91567,Cornwall,21/02/2013,28/01/2014,,operational
1562,The Manor of Cadland Estate,The Manor of Cadland Estate,Solar Photovoltaics,5.00,Operational,Operational,Hampshire,South East,England,,445171,100816,New Forest,22/05/2012,23/07/2012,139000.0,operational
1563,Low Carbon Solar,Trenouth Farm,Solar Photovoltaics,3.60,Operational,Operational,Cornwall,South West,England,PL27 7SG,190018,70255,Cornwall,,01/06/2012,,operational
1564,Inazin (Low Carbon Solar),Callington Solar Farm,Solar Photovoltaics,6.40,Operational,Operational,Cornwall,South West,England,,235160,70069,Cornwall,,17/01/2014,,operational
1566,Inazin Solar (previoulsy owned by Low Carbon Solar),St Columb Major Solar Farm,Solar Photovoltaics,7.00,Operational,Operational,Cornwall,South West,England,TR8 4JA,192127,62214,Cornwall,,14/03/2014,63400.0,operational
1567,NextEnery Solar Fund (NESF),Crossways Pit Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,Dorset,South West,England,DT2 8DX,377194,88984,Dorset,,28/03/2013,50200.0,operational
1569,AEE Renewables,Ayshford Court Farm,Solar Photovoltaics,5.00,Operational,Operational,Devon,South West,England,,305519,115583,Mid Devon,,28/03/2013,107600.0,operational
1570,The Clark Trustees,Andover Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,Hampshire,South East,England,,432479,145878,Test Valley,,22/03/2013,,operational
1571,Vogt Solar,Oving Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,West Sussex,South East,England,,491253,104998,Chichester,04/05/2012,14/08/2012,41000.0,operational
1572,Vogt Solar,Grange Farm (Cornwall),Solar Photovoltaics,5.00,Operational,Operational,Cornwall,South West,England,,229006,92956,Cornwall,,28/02/2013,84200.0,operational
1573,Low Carbon Solar,Shipton Bellinger - Park House Corner Solar Farm,Solar Photovoltaics,5.40,Operational,Operational,Hampshire,South East,England,,423437,143998,Test Valley,03/12/2012,21/02/2013,,operational
1574,NextEnery Solar Fund (NESF),Wyld Meadow Solar Farm,Solar Photovoltaics,4.80,Operational,Operational,Dorset,South West,England,DT6 6DD,334144,98155,Dorset,,01/04/2012,,operational
1575,Anesco,Shooters Bottom Solar Park,Solar Photovoltaics,7.00,Operational,Operational,Somerset,South West,England,BA3 4LU ,359176,151234,Somerset,,05/02/2014,,operational
1576,Cricket St Thomas Estate,Goldenhaye Field Solar Farm,Solar Photovoltaics,2.00,Operational,Operational,Somerset,South West,England,,336362,108657,Somerset,,15/04/2013,,operational
1577,Heritage Energy,Clearwell Farm - solar,Solar Photovoltaics,2.00,Operational,Operational,Gwent,Wales,Wales,,324580,185321,Newport,01/09/2014,15/12/2015,30500.0,operational
1578,Freewatt Renewable Energy,Danes Farm,Solar Photovoltaics,3.30,Operational,Operational,Lincolnshire,East Midlands,England,LN1 2AJ,486859,381401,West Lindsey,,31/07/2011,43000.0,operational
1580,Private Developer,Langstone Court Road Solar Farm,Solar Photovoltaics,2.50,Operational,Operational,Gwent,Wales,Wales,,336926,189507,Newport,,11/01/2013,140600.0,operational
1581,John Laing Environmental Assets,Five Oaks Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,West Sussex,South East,England,,509003,130058,Horsham,,01/12/2011,44000.0,operational
1582,Private Developer,Culworth House Solar Farm,Solar Photovoltaics,3.00,Operational,Operational,Northamptonshire,East Midlands,England,,454564,245985,West Northamptonshire,01/09/2014,15/01/2015,214000.0,operational
1583,Low Carbon Solar,Warleigh Barton Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,Devon,South West,England,,246569,61623,South Hams,,20/03/2013,4900.0,operational
1584,Kronos Solar,Trenoweth Solar Farm,Solar Photovoltaics,2.50,Operational,Operational,Cornwall,South West,England,PL30 5DP,204725,58885,Cornwall,,28/03/2013,184000.0,operational
1585,Foresight Solar Fund,Wymeswold Airfield,Solar Photovoltaics,34.00,Operational,Operational,Leicestershire,East Midlands,England,LE12 5SN,459993,323231,Charnwood,01/02/2013,28/03/2013,105900.0,operational
1586,Hive Energy,Higher Hatherleigh Solar Farm,Solar Photovoltaics,3.50,Operational,Operational,Somerset,South West,England,,370149,127237,Somerset,,28/03/2013,240700.0,operational
1587,Lightsource Renewable Energy,Barton Solar Farm,Solar Photovoltaics,1.20,Operational,Operational,Devon,South West,England,EX16 7JW,307778,117118,Mid Devon,29/05/2012,27/07/2012,561100.0,operational
1588,Lightsource Renewable Energy,Clann Solar Farm,Solar Photovoltaics,1.40,Operational,Operational,Cornwall,South West,England,PL30 5HD,202869,63790,Cornwall,25/07/2014,04/11/2014,165000.0,operational
1589,Emotion Energy (Bournemouth) Limited,Dolmans Hill (Redbridge Farm) Solar Arrays,Solar Photovoltaics,5.00,Operational,Operational,Dorset,South West,England,,392823,94543,Dorset,15/09/2013,03/01/2014,123000.0,operational
1590,NESF (formerly Lumicity) / Next Energy,North Norfolk Business Centre Solar Park,Solar Photovoltaics,11.00,Operational,Operational,Norfolk,Eastern,England,,622513,338865,North Norfolk,30/08/2013,28/02/2014,141000.0,operational
1591,Hazel Capital LLP,Horsacott Farm Solar Park,Solar Photovoltaics,6.40,Operational,Operational,Devon,South West,England,EX31 2PD,252330,131541,North Devon,,29/03/2013,150000.0,operational
1592,Lark Energy,Broxted Solar Farm (Stradishall Airfield),Solar Photovoltaics,31.60,Operational,Operational,Suffolk,Eastern,England,,572387,251110,West Suffolk,12/09/2013,31/03/2014,161900.0,operational
1593,Moser Baer,Pentylands Farm,Solar Photovoltaics,19.00,Operational,Operational,Wiltshire,South West,England,SN6 7RB,418743,194942,Swindon,30/09/2013,31/03/2014,135100.0,operational
1594,MTS Trefinnick Solar Ltd,Trefinnick Farm,Solar Photovoltaics,5.00,Operational,Operational,Cornwall,South West,England,PL17 8QD,233642,74030,Cornwall,,01/10/2013,115000.0,operational
1595,TRIG,Four Burrows Solar farm,Solar Photovoltaics,7.20,Operational,Operational,Cornwall,South West,England,TR4 9NG,176400,49603,Cornwall,01/07/2014,12/01/2015,,operational
1598,Rudbaxton Solar Park Limited,Rudbaxton Solar Park,Solar Photovoltaics,10.80,Operational,Operational,Dyfed,Wales,Wales,,196753,220959,Pembrokeshire,,08/03/2014,21000.0,operational
1601,Hope Solar Park Ltd,Hope Solar Farm,Solar Photovoltaics,7.30,Operational,Operational,Cornwall,South West,England,,159932,39974,Cornwall,,23/01/2014,,operational
1603,Anesco,Culmhead Solar Farm ,Solar Photovoltaics,7.50,Operational,Operational,Somerset,South West,England,,320819,114679,Somerset,,26/01/2014,403000.0,operational
1604,TGC Renewables,Wheal Alfred Road Solar Farm,Solar Photovoltaics,3.50,Operational,Operational,Cornwall,South West,England,,158256,36251,Cornwall,,30/04/2013,187700.0,operational
1605,Lightsource Renewable Energy,Blatchworthy Farm,Solar Photovoltaics,1.50,Operational,Operational,Devon,South West,England,EX16 9QH,250572,140713,North Devon,,29/04/2013,,operational
1606,Private Developer,Parsonage Barn (extension),Solar Photovoltaics,7.60,Operational,Operational,Somerset,South West,England,,336700,115500,Somerset,28/05/2013,28/06/2013,66000.0,operational
1607,AGR,BIOSSENCE SOLAR PARK,Solar Photovoltaics,4.50,Operational,Operational,Kent,South East,England,,573020,160827,Tonbridge and Malling,,31/07/2011,80600.0,operational
1609,Hendra Holiday Park,HENDRA HOLIDAY PARK SOLAR FARM,Solar Photovoltaics,1.20,Operational,Operational,Cornwall,South West,England,TR8 4PX,182941,59990,Cornwall,,07/08/2011,148100.0,operational
1610,The Green Company,EASTACOMBE SOLAR FARM,Solar Photovoltaics,3.60,Operational,Operational,Devon,South West,England,EX22 6RP,235435,99648,Torridge,01/05/2012,01/07/2012,111000.0,operational
1612,Wrexham Council,Wrexham Social Housing PV,Solar Photovoltaics,5.40,Operational,Operational,Clwyd,Wales,Wales,,333726,349750,Wrexham,01/03/2012,01/08/2012,266000.0,operational
1614,Good Energy Generation,Creathorne Farm  - Solar Farm,Solar Photovoltaics,1.80,Operational,Operational,Cornwall,South West,England,EX23 0NE,220734,102650,Cornwall,15/07/2014,01/08/2014,,operational
1617,Lightsource Renewable Energy,Higher Pirzwell Solar Farm,Solar Photovoltaics,1.20,Operational,Operational,Devon,South West,England,EX15 2AH,307546,109156,Mid Devon,25/06/2012,26/07/2012,340700.0,operational
1618,Lightsource Renewable Energy,Broadgate Solar Farm,Solar Photovoltaics,1.10,Operational,Operational,Devon,South West,England,EX17 6RU,277641,107308,Mid Devon,12/06/2012,27/07/2012,,operational
1619,Lightsource BP,CRAYSMARSH SOLAR FARM,Solar Photovoltaics,1.80,Operational,Operational,Wiltshire,South West,England,SN12 6RG,393506,162624,Wiltshire,25/10/2012,26/11/2012,250000.0,operational
1620,Anesco,SOLAR PARK - WHITCHURCH FARM,Solar Photovoltaics,6.50,Operational,Operational,Somerset,South West,England,BA3 4DW,363439,153553,Somerset,,17/01/2014,258000.0,operational
1622,Private Developer,THE HOLLIES SOLAR PARK - SKEGNESS,Solar Photovoltaics,8.60,Operational,Operational,Lincolnshire,East Midlands,England,,549558,363539,East Lindsey,01/12/2012,07/06/2013,258200.0,operational
1623,Arqiva Ltd,AMBLESTON SOLAR PANELS,Solar Photovoltaics,6.00,Operational,Operational,Dyfed,Wales,Wales,,202885,226177,Pembrokeshire,24/10/2011,25/01/2012,,operational
1626,Ford Farm PV Scheme LLP,Ford Farm Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,Cornwall,South West,England,PL14 3LX,231356,67125,Cornwall,,02/05/2013,,operational
1630,Equitix,Canworthy Water,Solar Photovoltaics,41.00,Operational,Operational,Cornwall,South West,England,PL15 8LY,224225,92272,Cornwall,28/02/2014,10/12/2014,,operational
1631,Private Developer,Foxcombe Farm Solar Park,Solar Photovoltaics,5.00,Operational,Operational,Devon,South West,England,EX22 6NW,238472,102820,Torridge,,10/06/2013,,operational
1634,Milford Haven Port Authority,Liddeston Ridge Solar Park (Milford Haven),Solar Photovoltaics,5.00,Operational,Operational,Dyfed,Wales,Wales,SA73 3QD,189837,206570,Pembrokeshire,13/11/2013,31/03/2014,,operational
1639,Greencoat Capital,Bodwen Solar Park,Solar Photovoltaics,5.50,Operational,Operational,Cornwall,South West,England,,202672,60536,Cornwall,15/10/2016,15/02/2017,176000.0,operational
1641,Private Developer,Treswarrow Solar Park,Solar Photovoltaics,6.50,Operational,Operational,Cornwall,South West,England,PL29 3TN,198285,78122,Cornwall,02/01/2015,18/03/2015,123300.0,operational
1642,Elgin Energy EsCo,Carnemough Farm Solar Park,Solar Photovoltaics,7.00,Operational,Operational,Cornwall,South West,England,TR2 4EL,191629,52065,Cornwall,15/11/2015,31/03/2016,,operational
1646,NESF (formerly British Solar Renewables),Aller Court Farm Solar Park,Solar Photovoltaics,5.00,Operational,Operational,Somerset,South West,England,TA10 0QR,339461,129049,Somerset,01/02/2017,01/04/2017,144500.0,operational
1648,Sunsave 12 (Derriton Fields) Limited./ Vogt solar,Derriton Fields Solar Farm,Solar Photovoltaics,11.80,Operational,Operational,Devon,South West,England,EX22 6JX,233249,103010,Torridge,13/01/2014,31/03/2014,31000.0,operational
1649,Lightsource Renewable Energy,Cleave Farm Solar Park,Solar Photovoltaics,4.70,Operational,Operational,Devon,South West,England,,249891,124902,Torridge,,25/10/2013,82000.0,operational
1655,Renewable Energy Systems (RES),Four Burrows Farm  (Extension 2),Solar Photovoltaics,6.30,Operational,Operational,Cornwall,South West,England,TR4 8JB,176498,48238,Cornwall,23/02/2014,03/11/2014,26000.0,operational
1656,Bath & West Community Energy Ltd,Chelworth Industrial Estate Solar Park,Solar Photovoltaics,1.00,Operational,Operational,Wiltshire,South West,England,,407876,192091,Wiltshire,03/02/2014,24/02/2014,,operational
1658,Lightsource Renewable Energy,Drapers Farm Solar Park,Solar Photovoltaics,6.00,Operational,Operational,Essex,Eastern,England,,572146,220468,Uttlesford,26/09/2013,30/03/2014,670000.0,operational
1659,Unknown,Week Farm Solar Park,Solar Photovoltaics,3.30,Operational,Operational,Devon,South West,England,EX38 7HU,251218,119059,Torridge,,28/03/2014,,operational
1661,Lightsource Renewable Energy,Langton Farm Solar park,Solar Photovoltaics,4.40,Operational,Operational,Dyfed,Wales,Wales,,194473,233813,Pembrokeshire,28/10/2015,03/12/2015,200800.0,operational
1663,AEE Renewables,Says Court Farm solar park,Solar Photovoltaics,19.80,Operational,Operational,Avon,South West,England,,368922,181730,South Gloucestershire,,31/03/2014,,operational
1667,Lark Energy,Ketton solar farm,Solar Photovoltaics,9.00,Operational,Operational,Leicestershire,East Midlands,England,PE9 3SZ,497610,306126,Rutland,11/10/2013,31/03/2014,,operational
1669,Manor of Cadland,The Manor of Cadland Estate - extension,Solar Photovoltaics,3.00,Operational,Operational,Hampshire,South East,England,,445200,101300,New Forest,,07/02/2014,,operational
1671,United Photovoltaics,Rowles Farm solar park,Solar Photovoltaics,13.00,Operational,Operational,Oxfordshire,South East,England,OX5,453433,216448,Cherwell,01/12/2014,14/03/2015,,operational
1672,Lightsource Renewable Energy,Ryston Estate Solar Park,Solar Photovoltaics,4.80,Operational,Operational,Norfolk,Eastern,England,PE38 0AE,562344,302319,King's Lynn and West Norfolk,06/08/2014,07/05/2015,,operational
1673,Lightsource Renewable Energy,Reaches Farm Solar Park,Solar Photovoltaics,6.10,Operational,Operational,Norfolk,Eastern,England,,573913,298817,King's Lynn and West Norfolk,,21/03/2014,,operational
1681,Belltown Power,Watchfield Lawn,Solar Photovoltaics,10.20,Operational,Operational,Somerset,South West,England,,334135,147772,Somerset,07/11/2013,12/03/2014,22700.0,operational
1694,Innova Renewables Limited,Bicker Fen (previously Manor Farm),Solar Photovoltaics,22.60,Operational,Operational,Lincolnshire,East Midlands,England,PE24 5AY,546683,363395,East Lindsey,,12/03/2024,480000.0,operational
1699,Smarter Energy Solutions,Witches Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,Hereford and Worcester,West Midlands,England,HR2 6QJ,353748,230751,"Herefordshire, County of",,19/02/2013,,operational
1713,Lightsource Renewable Energy,Burntstalk Solar Park,Solar Photovoltaics,11.50,Operational,Operational,Norfolk,Eastern,England,,577721,311630,Breckland,,30/03/2013,117000.0,operational
1714,Lightsource Renewable Energy,Claypit Moor Solar Farm (Lexham),Solar Photovoltaics,7.90,Operational,Operational,Norfolk,Eastern,England,,587463,319985,Breckland,,29/03/2013,226400.0,operational
1715,Private Developer,Holton Airfield,Solar Photovoltaics,11.00,Operational,Operational,Suffolk,Eastern,England,,640162,279467,East Suffolk,,19/12/2013,83000.0,operational
1716,IKAROS SOLAR LIMITED,Goose Willow Farm,Solar Photovoltaics,11.50,Operational,Operational,Oxfordshire,South East,England,OX13 6AP,444604,193209,Vale of White Horse,31/07/2013,23/12/2013,81000.0,operational
1717,Lightsource Renewable Energy,Chediston Hall Solar Park,Solar Photovoltaics,12.30,Operational,Operational,Suffolk,Eastern,England,,636663,278367,East Suffolk,04/01/2013,24/05/2013,,operational
1718,Elgin Energy EsCo,Burthy Farm,Solar Photovoltaics,10.00,Operational,Operational,Cornwall,South West,England,TR8 5BN,190555,55377,Cornwall,01/12/2014,20/03/2015,,operational
1719,Munich RE,Caeremlyn Solar Farm,Solar Photovoltaics,18.00,Operational,Operational,Dyfed,Wales,Wales, SA34 0SS,218627,217644,Carmarthenshire,12/02/2014,31/03/2014,,operational
1720,TGC Renewables,Hazard Farm,Solar Photovoltaics,6.40,Operational,Operational,Devon,South West,England,TQ9 7LN,274991,59302,South Hams,,31/03/2014,299900.0,operational
1721,R S Assemblies Limited,Home Farm (Merton - solar),Solar Photovoltaics,18.30,Operational,Operational,Oxfordshire,South East,England,,459052,218811,Cherwell,,12/11/2013,,operational
1723,Lightsource Renewable Energy,Rudge Hill Farm,Solar Photovoltaics,1.50,Operational,Operational,Dorset,South West,England,,378118,112656,Dorset,03/09/2013,25/10/2013,580000.0,operational
1724,AEE Renewables,Sevor Farm,Solar Photovoltaics,9.30,Operational,Operational,Wiltshire,South West,England,SN3 4SL,419764,188194,Swindon,30/09/2013,30/11/2013,190000.0,operational
1725,Steadfast Marsh Solar - Innogy (previously BELECTRIC Solar),Marsh Farm,Solar Photovoltaics,14.00,Operational,Operational,Wiltshire,South West,England,SN16 9SR,392426,191961,Wiltshire,,22/01/2014,,operational
1726,Inazin Power Ltd,Four Burrows Solar farm (Extension 1),Solar Photovoltaics,1.50,Operational,Operational,Cornwall,South West,England,,176618,49601,Cornwall,,23/02/2014,346000.0,operational
1727,Sunsave 9 (Old Rides) Ltd/ Vogt solar,Old Rides solar Farm,Solar Photovoltaics,8.00,Operational,Operational,Kent,South East,England,,599732,169890,Swale,01/08/2013,15/01/2014,236000.0,operational
1728,35 Degrees,Parabel North Beer Solar Farm,Solar Photovoltaics,6.80,Operational,Operational,Cornwall,South West,England,PL15 8NP,230442,91828,Cornwall,,31/03/2013,73000.0,operational
1729,Private Developer,Crockers Hele,Solar Photovoltaics,1.30,Operational,Operational,Devon,South West,England,EX20 3QN,252587,106849,West Devon,,15/09/2013,325000.0,operational
1730,Bentley Motor Cars Ltd,Bentley Motors Ltd 1,Solar Photovoltaics,5.10,Operational,Operational,Cheshire,North West,England,,368446,356533,Cheshire East,15/12/2012,21/03/2013,154000.0,operational
1731,Northwick Power Ltd,Northwick Estate (Extension),Solar Photovoltaics,2.20,Operational,Operational,Gloucestershire,South West,England,,413600,235700,Cotswold,,31/05/2013,463000.0,operational
1732,Blenheim Farm,North Of Field Barn,Solar Photovoltaics,1.00,Operational,Operational,Oxfordshire,South East,England,,436126,236972,Cherwell,01/06/2014,01/08/2014,,operational
1735,Rockfire Capital ,Wroughton Airfield Solar Park,Solar Photovoltaics,41.00,Operational,Operational,Wiltshire,South West,England,,413114,179071,Swindon,11/02/2016,31/03/2016,210000.0,operational
1736,Munich RE,Forest Heath Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,Suffolk,Eastern,England,,563237,267275,West Suffolk,,04/02/2014,673200.0,operational
1737,Anesco,Abbey Farm,Solar Photovoltaics,9.00,Operational,Operational,Cambridgeshire,Eastern,England,,520021,281612,Huntingdonshire,,19/03/2014,107500.0,operational
1743,Mells Park Trust,Land at Soho Farm,Solar Photovoltaics,1.50,Operational,Operational,Somerset,South West,England,BA3 5RD,369602,148085,Somerset,15/11/2013,24/03/2014,59600.0,operational
1744,Cyrasol Ecotec ,Land South West Of Apollo Business Park,Solar Photovoltaics,1.70,Operational,Operational,Oxfordshire,South East,England,,440058,242501,Cherwell,15/02/2014,15/04/2014,165000.0,operational
1746,3C Energy/Conergy,Manor Farm (Monmouthshire),Solar Photovoltaics,10.50,Operational,Operational,Gwent,Wales,Wales,,336338,215519,Monmouthshire,18/04/2016,23/06/2016,98000.0,operational
1747,Community Power Ltd,Land at Mill Farm,Solar Photovoltaics,1.00,Operational,Operational,Somerset,South West,England,BS28 4AR,342716,148091,Somerset,21/10/2013,04/11/2013,29900.0,operational
1748,Anesco,Land at East Farm,Solar Photovoltaics,6.80,Operational,Operational,Wiltshire,South West,England,,398727,142115,Wiltshire,09/10/2013,09/11/2013,84400.0,operational
1750,TGC Renewables,New Rendy Farm,Solar Photovoltaics,4.80,Operational,Operational,Somerset,South West,England,,315819,123804,Somerset,,15/12/2013,,operational
1751,Green Hedge (BayWa r.e.),Reydon Farm,Solar Photovoltaics,3.90,Operational,Operational,Suffolk,Eastern,England,,648509,277624,East Suffolk,20/01/2014,15/03/2015,105000.0,operational
1752,TGC Renewables,Copley Farm,Solar Photovoltaics,30.00,Operational,Operational,Lincolnshire,East Midlands,England,NG23 5AT,484930,347958,South Kesteven,28/06/2015,13/01/2016,,operational
1753,Lark Energy,Ellough Airfield (Ellough 2 extension),Solar Photovoltaics,10.00,Operational,Operational,Suffolk,Eastern,England,NR34 7UH,645184,288436,East Suffolk,01/05/2015,31/03/2016,,operational
1754,British Solar Renewables,Nanteague Farm,Solar Photovoltaics,7.70,Operational,Operational,Cornwall,South West,England,TR4 9DH,179708,49721,Cornwall,22/10/2014,05/02/2015,110000.0,operational
1755,Lark Energy,Grange Farm (Burton Pedwardine),Solar Photovoltaics,15.00,Operational,Operational,Lincolnshire,East Midlands,England,,510532,342920,North Kesteven,10/06/2013,30/04/2014,108000.0,operational
1756,Telford and Wrekin Borough Council,Wheat Leasows Solar Park,Solar Photovoltaics,4.00,Operational,Operational,Shropshire,West Midlands,England,TF6 6DS,367250,313787,Telford and Wrekin,01/09/2014,01/12/2014,145800.0,operational
1757,NextEnergy Solar Fund (NESF),Honington Solar Farm,Solar Photovoltaics,13.60,Operational,Operational,Suffolk,Eastern,England,,590071,274942,West Suffolk,,31/03/2014,226300.0,operational
1758,Lightsource Renewable Energy (BNRG Renewables),Hill Farm Solar Park,Solar Photovoltaics,10.20,Operational,Operational,Isle of Wight,South East,England,,461387,89012,Isle of Wight,,30/05/2014,88000.0,operational
1761,Foresight,Homeland Solar Farm,Solar Photovoltaics,13.20,Operational,Operational,Dorset,South West,England,BH21 6QZ,409618,105289,Dorset,01/12/2013,01/03/2014,171300.0,operational
1762,The Solar Building Company Ltd,East Fairlee,Solar Photovoltaics,7.30,Operational,Operational,Isle of Wight,South East,England,PO30 2LB,460993,90461,Isle of Wight,13/05/2014,12/02/2015,191100.0,operational
1763,MS Power Projects Ltd,Fairwind Farm,Solar Photovoltaics,10.00,Operational,Operational,Essex,Eastern,England,,565725,187731,Thurrock,23/06/2014,30/09/2014,,operational
1764,juwi Renewable Energies,Redlands Farm,Solar Photovoltaics,6.20,Operational,Operational,Somerset,South West,England,TA7,342751,135160,Somerset,01/09/2014,18/02/2015,207800.0,operational
1765,Sunsave,Fenton Home Farm,Solar Photovoltaics,31.30,Operational,Operational,Dyfed,Wales,Wales,SA62 4PY,198922,217459,Pembrokeshire,04/06/2014,12/09/2014,307800.0,operational
1766,Octopus Investment,Abbots Ripton Solar Farm,Solar Photovoltaics,24.70,Operational,Operational,Cambridgeshire,Eastern,England,,522746,277158,Huntingdonshire,,27/03/2014,168000.0,operational
1767,Solar Century,South Lees Farm,Solar Photovoltaics,11.00,Operational,Operational,Kent,South East,England,ME12 3SW,595301,170696,Swale,14/02/2014,22/06/2014,,operational
1768,Bluefield Solar Income Fund ,Southwick Estate,Solar Photovoltaics,48.00,Operational,Operational,Hampshire,South East,England,PO17 6ET,464724,109837,Winchester,10/12/2014,10/03/2015,266000.0,operational
1769,Lightsource Renewable Energy,Waterloo solar park,Solar Photovoltaics,14.60,Operational,Operational,Bedfordshire,Eastern,England,SG19 2JW,519401,251547,Central Bedfordshire,05/01/2015,19/03/2015,133000.0,operational
1772,Lark Energy,Ketton solar farm - phase 2,Solar Photovoltaics,3.00,Operational,Operational,Leicestershire,East Midlands,England,PE9 3SZ,497610,306126,Rutland,01/08/2014,10/01/2015,589000.0,operational
1774,Anesco,Oak Cottage,Solar Photovoltaics,4.90,Operational,Operational,Dyfed,Wales,Wales,SA62 4PR,202911,217724,Pembrokeshire,01/07/2015,21/08/2015,631400.0,operational
1775,BNRG Renewables,Sycamore Farm,Solar Photovoltaics,20.00,Operational,Operational,Kent,South East,England,,601943,125385,Folkestone and Hythe,11/02/2014,30/05/2014,182100.0,operational
1776,KS SPV21 Ltd,North Wayton Farm,Solar Photovoltaics,5.00,Operational,Operational,Cornwall,South West,England,PL12 6QQ,242671,62588,Cornwall,,31/03/2014,58100.0,operational
1777,Lightsource BP,South Creake Solar Farm,Solar Photovoltaics,26.00,Operational,Operational,Norfolk,Eastern,England,NR21 9NX,586656,332974,King's Lynn and West Norfolk,16/11/2015,11/03/2016,197000.0,operational
1781,Rockfire Capital ,Pen Y Cae solar farm,Solar Photovoltaics,6.90,Operational,Operational,Dyfed,Wales,Wales,SA18 3BJ,260143,211806,Carmarthenshire,03/11/2014,26/03/2015,172000.0,operational
1783,Elgin Energy EsCo,Rose And Crown Farm,Solar Photovoltaics,30.00,Operational,Operational,Norfolk,Eastern,England,,548479,314975,King's Lynn and West Norfolk,26/11/2015,18/03/2016,370100.0,operational
1784,NESF (formerly A C Crocker Properties Ltd),Wickfield Farm,Solar Photovoltaics,5.00,Operational,Operational,Wiltshire,South West,England,SN4 8QR,409055,182523,Wiltshire,02/01/2017,21/03/2017,48000.0,operational
1785,Green Switch Solutions,Rookery Farm,Solar Photovoltaics,3.80,Operational,Operational,West Sussex,South East,England,PO22 8NN,497086,101635,Arun,01/03/2015,30/03/2015,135600.0,operational
1787,Private Developer,Seaview Farm,Solar Photovoltaics,1.70,Operational,Operational,Mid Glamorgan,Wales,Wales,CF36 5TB,282372,178754,Bridgend,01/05/2016,30/03/2016,250000.0,operational
1788,Chelveston Renewable Energy,Chelveston Airfield - extension,Solar Photovoltaics,3.50,Operational,Operational,Bedfordshire,Eastern,England,,501045,268135,Bedford,30/06/2014,30/09/2014,166300.0,operational
1789,Lightsource Renewable Energy,Knockcairn Road,Solar Photovoltaics,6.50,Operational,Operational,Co. Antrim,Northern Ireland,Northern Ireland,BT29 4UE,131013,531722,Antrim and Newtownabbey,21/11/2016,15/03/2017,315800.0,operational
1804,NESF (formerly Green Energy Networks),Huddlesford Farm,Solar Photovoltaics,1.00,Operational,Operational,Staffordshire,West Midlands,England,WS13 8PY,415272,309606,Lichfield,04/01/2016,15/04/2016,,operational
1806,NESF (formerly Green Energy Networks),Park Lane,Solar Photovoltaics,1.00,Operational,Operational,Staffordshire,West Midlands,England,WS13 8QB,415990,309615,Lichfield,16/11/2015,04/04/2016,760000.0,operational
1811,BE Renewables,Gypsom Solar Farm,Solar Photovoltaics,5.00,Operational,Operational,Leicestershire,East Midlands,England,LE12 8GB,459770,316156,Charnwood,31/01/2017,31/03/2017,415000.0,operational
1813,Munich RE,Polmaugan Farm,Solar Photovoltaics,5.00,Operational,Operational,Cornwall,South West,England,PL22 0LS,210935,62242,Cornwall,,03/07/2014,,operational
1815,NextEnergy Solar Fund,Land at Gilley's Mill Dam,Solar Photovoltaics,5.00,Operational,Operational,Cornwall,South West,England,,197848,58800,Cornwall,21/12/2015,21/03/2016,776000.0,operational
1816,Laurence Associates,East Lenham Solar Farm,Solar Photovoltaics,6.60,Operational,Operational,Kent,South East,England,ME17 2DP,589450,151072,Maidstone,01/02/2014,30/03/2014,,operational
1817,Foresight,Steventon Solar Park,Solar Photovoltaics,10.00,Operational,Operational,Oxfordshire,South East,England,,444299,192928,Vale of White Horse,15/03/2014,19/06/2014,333000.0,operational
1818,Lightsource Renewable Energy,Westwood Farm Solar Park,Solar Photovoltaics,5.10,Operational,Operational,Nottinghamshire,East Midlands,England,NG22 0PF,471765,370062,Bassetlaw,27/09/2014,12/01/2015,179000.0,operational
1820,Lightsource BP,Meadow Farm solar park,Solar Photovoltaics,6.00,Operational,Operational,Norfolk,Eastern,England,,572611,296975,King's Lynn and West Norfolk,30/11/2013,31/03/2014,,operational
1823,Lightsource Renewable Energy,Sutton Mawr Farm,Solar Photovoltaics,7.50,Operational,Operational,South Glamorgan,Wales,Wales,CF62 3AA,307823,169675,Vale of Glamorgan,,04/03/2014,328700.0,operational
1824,Good Energy Generation,Carloggas Farm Solar Park,Solar Photovoltaics,8.30,Operational,Operational,Cornwall,South West,England,PL26 7RA,195504,54111,Cornwall,01/10/2014,17/03/2015,27185.0,operational
1826,juwi Renewable Energies,Lincoln Farm,Solar Photovoltaics,11.40,Operational,Operational,Lincolnshire,East Midlands,England,PE24 5AT,547402,362881,East Lindsey,01/05/2016,25/03/2016,,operational
